,id,text,user,datetime,retweet_count,favorite_count,	,cluster
1551,870709644066410500,"Happy Friday to ya, you guys.",133110529,2017-06-02 18:32:10,40,89,3393045,3
1552,870709909016399874,RT @PunditFact: Did you see @JoyAnnReid and @KimStrassel debate about Obama &amp; a backchannel to Iran? Our fact-check: https://t.co/NbDEhoB01N,8953122,2017-06-02 18:33:13,37,0,3437712,43
1553,870709969900888070,"New evidence of the depth of school budget cuts. 
https://t.co/fdWAm5jhx7",26985345,2017-06-02 18:33:28,32,20,3400653,7
1555,870710305285783552,"Thought today was Thursday, not Friday. I'm not some calendar slave.",133110529,2017-06-02 18:34:48,40,130,3392887,3
1556,870710466581995520,"On the climate accord, Jared Kushner and Ivanka Trump hardly had a chance. It was Steve Bannon who won:… https://t.co/9TbBgVo2EH",14677919,2017-06-02 18:35:26,155,176,3404118,6
1557,870710646936969219,"RT @baseballcrank: Your must-read of the day - Yuval Levin on modeling biases:

The Congressional Budget Office Needs to Be Reformed https:…",14347972,2017-06-02 18:36:09,17,0,3395736,43
1558,870710713022468098,"WSB poll trend in #GA06, May to June

Ossoff - 49.1% (+2.6)
Handel - 47.6% (-1.4)",13524182,2017-06-02 18:36:25,114,325,3410705,3
1559,870711136513019904,For 3 years @AleemMaqbool has been reporting on racism in the United States. Is the country any closer to equality?… https://t.co/m6Z8wIIKA9,742143,2017-06-02 18:38:06,132,142,3403664,7
1560,870711648876511232,Tunisian protesters receive support from local residents through food and supplies https://t.co/LILwT5s56k https://t.co/oAjTH9U8LE,4970411,2017-06-02 18:40:08,18,56,3404205,7
1561,870711653888704512,"RT @mckaycoppins: Incredible. Of 559 key positions requiring senate confirmation, only 39 have been confirmed—and 442 have no nominee. http…",16244449,2017-06-02 18:40:09,2929,0,3395355,3
1563,870712377762865152,RT @MattGertz: I'm confused this isn't what Janet Yellen looks like at all. https://t.co/01qZjs6oxc,15691197,2017-06-02 18:43:02,120,0,3393923,43
1564,870712579257016320,RT @nprmontagne: Months reporting w/Nina Martin on mothers dying in childbirth &amp; the 1st ProPublica/NPR story may have saved a life. https:…,14606079,2017-06-02 18:43:50,81,0,3404672,43
1565,870712748837130240,RT @evepeyser: climate change is a hoax and the biggest threat facing america is leftist college campuses now @nytimes will you please give…,15691197,2017-06-02 18:44:31,168,0,3393834,3
1567,870712908677697536,Trump is waiving his own ethics rules to allow lobbyists to make policy https://t.co/f4HSHlsdYT,18510860,2017-06-02 18:45:09,119,76,3404350,6
1570,870713376778838017,May an Analogue Prime Minister in a Digital Age https://t.co/E3kOAmXL2e,465973,2017-06-02 18:47:00,14,15,3399051,22
1573,870714882286526464,"RT @phillipanderson: Great. Now Pruitt is quoting Bret Stephens in the NYT to refute climate science. Way to go, Paper of Record.",15691197,2017-06-02 18:52:59,15,0,3393326,3
1574,870714960757878785,"I wish you could mute or block a topic so that i could avoid reading about a certain ""cue the outrage"" shiny metal object story.",50325797,2017-06-02 18:53:18,50,566,3407851,3
1580,870715313066844160,WATCH: Boris and Gwynne Wrestle Live on Sky [VIDEO] https://t.co/J2sATEx6xe https://t.co/pfDH2WogA5,465973,2017-06-02 18:54:42,22,22,3398589,7
1581,870715402262908928,RT @ParkerMolloy: [screaming internally] https://t.co/UwvQEc4nDl,14321959,2017-06-02 18:55:03,80,0,3395405,43
1584,870716241622839296,RT @Samfr: Possible that two party leaders will lose their seat next week (Farron and Robertson). Has that ever happened before?,26985345,2017-06-02 18:58:23,21,0,3399158,3
1586,870716290662412288,"RT @andrewtwalk: This is amazing. What culture are we living in where broadcasting ghoulish, fakephotos of a decapitated president can make…",640893,2017-06-02 18:58:35,119,0,3393734,3
1587,870716305208352769,RT @JosephEStiglitz: Trump's Rogue America https://t.co/cGr96tEnnI @ProSyn,14321959,2017-06-02 18:58:38,187,0,3395190,23
1591,870716665025015810,"Trump already proved he doesn't care about the environment... w/ @miserablelib, @RonPlacone https://t.co/Q7xFhhTvdI",98992586,2017-06-02 19:00:04,40,87,3401885,6
1592,870716674688770049,How Muslims are celebrating Ramadan around the world. https://t.co/apUPhVXdpG,4970411,2017-06-02 19:00:07,858,1049,3403006,7
1594,870716746302410753,"How far away from America will Angela Merkel’s frustration lead the Chancellor, her country, and her continent? https://t.co/7AIOFy0enL",14677919,2017-06-02 19:00:24,54,93,3402620,7
1595,870716902024167424,Corbynistas Proposing ‘Name-Blind’ Jobs Have Sons and Daughters on Payroll https://t.co/GgrILIA4Dt,465973,2017-06-02 19:01:01,84,64,3398210,7
1596,870717154924134400,Fact-check: Does the GOP health care bill mean steep increases for seniors? https://t.co/IOtJI6LSnY,8953122,2017-06-02 19:02:01,22,19,3435984,7
1597,870717438085611521,"RT @nickconfessore: Word is out: @nytimes has hired Politico's @kenvogel, a hell of a reporter and a great guy. #ff if you haven't already.",16244449,2017-06-02 19:03:09,61,0,3393975,3
1598,870717669451993089,"RT @munchies: In 2017, some chefs still don’t understand sexual harassment https://t.co/TSHolvtXDd https://t.co/fsJ2G0QgfK",23818581,2017-06-02 19:04:04,27,0,3402906,43
1600,870717774028582912,Are name-blind job applications really a good idea for the Corbynista nepotists? https://t.co/yJPebUYZXk,465973,2017-06-02 19:04:29,15,15,3398002,7
1601,870717888512045057,"RT @AstroKatie: Scientists: We built a machine that can measure the warping of space to 1/1000th the width of a proton
Politicians: Let's g…",17939037,2017-06-02 19:04:56,8446,0,3434962,3
1602,870717959815168000,"Did you see the Kathy Griffin / Lisa Bloom press conference? if so, what do you think? https://t.co/VbjdIuInij",16031927,2017-06-02 19:05:13,24,86,3410307,7
1603,870718054254100480,This @drvox piece on the biggest deceptions in Trump’s climate speech is excellent: https://t.co/paQVlchM6d,18622869,2017-06-02 19:05:35,217,292,3406709,6
1604,870718361839190021,Well. Johnson vs Gwynne one of the #GE2017 subplots: https://t.co/z1wQafUEKU,22812734,2017-06-02 19:06:49,38,54,3400025,7
1605,870718424208392192,RT @IntergalacticQ: Nigga this is outside https://t.co/5Z4TxqeFe3,14321959,2017-06-02 19:07:04,91112,0,3394684,43
1607,870718654354255872,Pres Trump signs bill facilitating federal death benefits for law enforcement killed in the line of duty. (Pool pho… https://t.co/P3jkGz3Q4s,31127446,2017-06-02 19:07:59,1302,3192,3408920,6
1608,870718678483869698,"RT @nickconfessore: Word is out: @nytimes has hired Politico's @kenvogel, a hell of a reporter and a great guy. #ff if you haven't already.",13524182,2017-06-02 19:08:04,61,0,3408806,3
1609,870718851993878528,Pres Trump also signed a bill approving federal grants to help veterans get priority in hiring and training for law enforcement jobs.,31127446,2017-06-02 19:08:46,1883,5106,3408873,16
1610,870718867080925184,We've been sent scores of examples of parents/teachers having to crowdfund to buy 'basic' school equipment due to cuts. Tweet me yours.,26985345,2017-06-02 19:08:49,31,22,3398532,3
1614,870719192458289152,"I asked @JohnKerry whether POTUS was peeved by climate pressure from Europe. He says if that’s the case ""grow up:"" https://t.co/AYUKzs3tMq",69181624,2017-06-02 19:10:07,135,290,3406225,7
1615,870719282451173376,Pool reporter @kwelkernbc says Pres Trump declined to respond to shouted questions about James Comey or the Paris Agreement.,31127446,2017-06-02 19:10:28,12,24,3408771,16
1616,870719425988542465,We need to get better at talking to Republicans about climate change: https://t.co/QoSukpyy5L https://t.co/9jufqPsLwi,23818581,2017-06-02 19:11:02,44,141,3402488,7
1617,870719558692110337,no one said Griffin does not not have 1st Amend right-people are condemning her for her choice of how to express it… https://t.co/DIjPTR2ag1,16031927,2017-06-02 19:11:34,197,1035,3409926,7
1620,870719710714658818,"to @realDonaldTrump Admin, please don't forget @HelpBobLevinson https://t.co/Q0vfpYBFf9",16031927,2017-06-02 19:12:10,143,350,3409889,7
1621,870719743895916544,There's a lesson here in how different campaigns are when you can't just flood the airwaves with ads. https://t.co/NE53SKSZn8,13524182,2017-06-02 19:12:18,20,90,3408552,7
1622,870719798128197634,"RT @Indira_L: Trust: The most valuable asset newsrooms have. If NYT editing changes work, it'll be a model. If it fails.. https://t.co/i8xa…",8383592,2017-06-02 19:12:31,18,0,3403173,43
1625,870720324899352576,"RT @davidfrum: But I prefer this one: There are more yoga instructors in the US than all coal employees, miners &amp; non-miners https://t.co/B…",21982720,2017-06-02 19:14:37,6450,0,3407115,43
1627,870720539429613568,RT @MarsCuriosity: Layers of meaning! Rocks show deep &amp; shallow waters of an ancient #Mars lake could've supported different microbes https…,17939037,2017-06-02 19:15:28,1173,0,3434330,43
1629,870720942800064513,Follow coverage of the UK's #GE2015 Question Time Leaders Special on BBC World News from 19:30 GMT https://t.co/aNOXemb3rB #bbcqt,742143,2017-06-02 19:17:04,26,70,3401326,7
1630,870720994150887424,The the hyperbole just keeps on coming. https://t.co/P0VxFyN0V0,14347972,2017-06-02 19:17:16,12,34,3393269,7
1631,870721085356068865,"Griffin says ""he [Trump] broke her"" and 'mob mentality pile on' her .. https://t.co/G4WScVUebi",16031927,2017-06-02 19:17:38,23,80,3409561,6
1633,870721424083656704,"This Berlin hostel is dirt cheap. Oh, and its building is owned by the North Korean government. https://t.co/06pTNbLetL",69181624,2017-06-02 19:18:59,69,70,3405693,7
1634,870721463778770944,"Griffin - ""a bunch of old white guys are trying to silence me"" https://t.co/XXP42N74tn",16031927,2017-06-02 19:19:08,36,101,3409471,7
1636,870721688761139200,"TIES helps teachers teach evolution https://t.co/aIKvusi0cI We seek a bio teacher to run workshop, Laramie WY Oct 16. Can you help?",15143478,2017-06-02 19:20:02,80,246,3396320,7
1637,870721747154329600,"As the Southwest Monsoon arrives, temperatures in India and Pakistan approach dangerous levels… https://t.co/BNL3hgV1dm",4970411,2017-06-02 19:20:16,75,74,3401797,7
1638,870722008329355264,"Griffin says more than once  it is ""old white men"" responsible for the predicament she finds herself in https://t.co/DXoZvbTDyM",16031927,2017-06-02 19:21:18,66,169,3409341,7
1639,870722038767419393,"RT @megan_styleGF: Could reporters stop asking if political leaders ""believe"" in climate change and start asking if they understand it inst…",17939037,2017-06-02 19:21:25,49470,0,3433972,3
1643,870722299518791680,Fancy Bear US Election Hackers  Doctored Leaked Documents https://t.co/mR7kmoYkz8,60919240,2017-06-02 19:22:28,89,121,3409529,7
1645,870722443605823488,"""Homer at the Bat"" is the best episode of 'The Simpsons' ever: https://t.co/GTIscqOyet https://t.co/K4NDRTFUfO",23818581,2017-06-02 19:23:02,119,483,3401768,7
1646,870722509196447744,"RT @Phil_Mattingly: this thread, which would probably be nonsensical to normal people, is more or less my read on things too after chatting…",16244449,2017-06-02 19:23:18,23,0,3392766,10
1647,870722524316827651,"""This is slightly less controversial than yesterday,"" said Pres Trump, comparing the bill signings to his Paris Agr… https://t.co/xGDj8TX78v",31127446,2017-06-02 19:23:21,21,45,3407998,6
1649,870722714230718465,what could Griffin do to fix this? https://t.co/D8JpKwS1xp,16031927,2017-06-02 19:24:06,27,81,3409173,7
1650,870722731196784642,RT @joshgreenman: Two members of the Supreme Court and the Fed chair don't rate? Of course idea of believing There Can Be Only One is silly…,16244449,2017-06-02 19:24:11,36,0,3392713,3
1651,870722790697127937,"RT @Noahpinion: Calling yourself a ""technology"" company is sometimes just a marketing buzzword to get investors to pay for a higher price-t…",16244449,2017-06-02 19:24:25,17,0,3392698,3
1653,870722908141887488,.@MikeBloomberg pledges to pay UN $15m for US climate dues. My interview: https://t.co/PCCb2cfEZA,69181624,2017-06-02 19:24:53,1897,3610,3405339,7
1654,870722949992415232,https://t.co/PqjPh7SN2R nooooOOOoooo,15279452,2017-06-02 19:25:03,21,108,3390256,7
1655,870723005474902017,"Griffin ""I really screwed up"" https://t.co/NeT8TAavfX",16031927,2017-06-02 19:25:16,20,103,3409103,7
1656,870723050408431618,"The last time a concerned private citizen covered for deadbeat America was CNN founder Ted Turner, who paid off Ame… https://t.co/tpcv8iCFbI",69181624,2017-06-02 19:25:27,627,1122,3405304,7
1659,870723265978871808,RT @jeremycorbyn: Parents being forced to crowdfund for their children's schools is why @Theresa_May should be debating me on #BBCQT https:…,26985345,2017-06-02 19:26:18,1406,0,3397483,43
1660,870723514562752512,Samantha Irby Has Some Diet Advice for You: Stay Fat https://t.co/R10HKy0DpL https://t.co/sUKR60cHpv,18510860,2017-06-02 19:27:17,12,33,3401822,7
1662,870723660348354560,Haftar and ISIL launch simultaneous attacks against UN-backed unity government in Libya https://t.co/J18J7I0d16 https://t.co/li3xR9UT2t,4970411,2017-06-02 19:27:52,43,26,3401341,7
1665,870723948845182976,"How to safely, ethically harness the placebo effect seems like a really big deal: https://t.co/XVaZzog5kH",18622869,2017-06-02 19:29:01,26,74,3405303,7
1669,870724396440309760,Protesters call on Afghan President Ashraf Ghani to resign after Kabul blast killed more than 90 people… https://t.co/EVJyU16EmY,4970411,2017-06-02 19:30:48,40,29,3401165,10
1673,870724716373450752,"Yes, the park named for Lafayette, that famous yinzer and Steelers fan. https://t.co/bEOKrjgV9f",13524182,2017-06-02 19:32:04,233,704,3407366,7
1675,870724827740614656,RT @davidfrum: All Kalorama looks forward to meeting Kellyanne’s coal-miner friends. https://t.co/bpTDCRKWYW,4207961,2017-06-02 19:32:30,702,0,3406383,43
1676,870725261649752066,Abigail doing a better job than most Lab MPs summing up May's backtracking. #Bbcqt,26985345,2017-06-02 19:34:14,32,125,3397007,3
1679,870725499970080769,Abigail... taking on PM over backtracking and U-turns... ouch. PM says she is taking part in debate here tonight,22812734,2017-06-02 19:35:11,42,61,3398323,3
1681,870725915231354883,PM keeps on mentioning Diane Abbott... talks about a coalition with Sturgeon who wants end of Union and Farron who wants back in to EU,22812734,2017-06-02 19:36:50,14,12,3398224,3
1682,870725986719027201,"Watching May and Corbyn, you can tell which one won two popular-vote leadership elections and which one only had to win over 166 Tories.",13524182,2017-06-02 19:37:07,43,162,3407063,3
1683,870725995669663744,Theresa again really going for the anti-Abbott vote. Those Tory focus groups really must show cut-through on the figures brainfreeze.,26985345,2017-06-02 19:37:09,22,44,3396832,3
1685,870726098161717248,"Theresa May: “The only poll that matters is the one that comes on polling day.”

cc @alexburnsNYT",13524182,2017-06-02 19:37:33,20,64,3407037,3
1686,870726247294304256,#ICYMI The coming crackdown on the American press https://t.co/2wBgOlgChd,8383592,2017-06-02 19:38:09,27,10,3401635,7
1688,870726384729063424,Tory supporter asks if PM now regrets calling election.. she says no. Another audience member says PM called election for benefit of Tories,22812734,2017-06-02 19:38:42,35,61,3398112,3
1689,870726639285665792,"""We are behind you 100%,"" said Pres Trump, at ceremony where he signed and displayed each of two law enforcement/ve… https://t.co/IMpBZHBVSc",31127446,2017-06-02 19:39:42,229,544,3407017,6
1690,870726720713871360,"Where did the vaguely competent politicians go? The second rankers, in suits, you never knew their names, they seemed plausible. Those ones.",6705042,2017-06-02 19:40:02,34,127,3394486,3
1691,870726749902057472,"A former slave colony, Guadeloupe is still an overseas department of France https://t.co/RoxeK5l6Nv https://t.co/dk0tNF8jm5",4970411,2017-06-02 19:40:09,38,34,3400604,7
1692,870726752011792390,"Sorry, Donald: Pittsburgh thinks you're wrong about climate change https://t.co/LRCJB2edA3",18510860,2017-06-02 19:40:09,167,304,3401049,7
1694,870727145546534913,"'If the EU start being awkward why don't we cut + run + pay no money at all?' 
Some will mock that bloke but I bet he speaks for millions",26985345,2017-06-02 19:41:43,18,34,3396558,3
1695,870727192505876480,“The placebo effect is a surrogate marker for everything that surrounds a pill.” https://t.co/XVaZzog5kH,18622869,2017-06-02 19:41:54,26,51,3404530,7
1697,870727325570273282,RT @broadly: Teens caught sexting could soon face 15 years in prison https://t.co/bMy8b5bi2Q https://t.co/FPvpGsFDm2,23818581,2017-06-02 19:42:26,87,0,3400604,43
1699,870727591048564737,The reporter who is supposed to be debunking Fake News literally caught lying about @washingtonpost not disclosing… https://t.co/PEHJfyHDrL,98992586,2017-06-02 19:43:29,509,847,3399280,7
1700,870727637337026560,"Dimbleby quotes PM from last April ""staying EU will make us more prosperous"". And yesterday ""Brexit will make us more prosperous""",22812734,2017-06-02 19:43:40,570,552,3397814,3
1701,870727656173481985,RT @JuddLegum: EPA chief uses flawed NYT column from Bret Stephens to justify Trump pulling out of Paris agreement https://t.co/4r0wf91qLp,15950681,2017-06-02 19:43:45,1388,0,3401838,23
1703,870727818061238274,Dimbleby good Q. But he should ask how May is confident 'no deal is better than a bad deal' - given she hasn't done any costings on no deal?,26985345,2017-06-02 19:44:23,30,37,3396398,3
1705,870727968154423296,"“Tories attacked for fake news video, edited to show Corbyn refusing to condemn IRA – when he did” (Indy). They really ARE the nasty party!",15143478,2017-06-02 19:44:59,437,1110,3394823,3
1709,870728409462321152,"May looking more relaxed and confident than previously. Proves that tougher Qs make for better politicians. She shd do it more often.
#BBCQT",26985345,2017-06-02 19:46:44,31,50,3396257,3
1712,870728559530315776,"WATCH May: ""I Had the Balls to Call an Election"" https://t.co/G2hGgZE7nQ https://t.co/wINXmk0u4K",465973,2017-06-02 19:47:20,46,68,3395431,7
1713,870728638265786369,RT @AlanMCole: Fact check: Janet Yellen is far more powerful but people don't know this because she has a nerd job that takes lots of effor…,13524182,2017-06-02 19:47:39,1658,0,3406431,10
1714,870728886769917954,"So I guess you can't be impartial about everything, can you? https://t.co/dO0dFg7vQW",14834340,2017-06-02 19:48:38,14,34,3409061,7
1719,870729274810040320,The 1967 Arab-Israeli war lasted only six days but its consequences are still felt across the Middle East today… https://t.co/7M3DF7Yg91,4970411,2017-06-02 19:50:11,93,101,3400002,7
1721,870729520516657153,Audience member criticises lack of figures in manifesto. PM says already have figures in Budget &amp; Autumn Statement...shes set out big issues,22812734,2017-06-02 19:51:09,19,29,3397365,3
1725,870729891372773376,"'I'll answer the question I was asked, if I May'  Dimblebot owned by Maybot. #bbcqt",26985345,2017-06-02 19:52:38,44,83,3395902,3
1727,870730039159128064,"RT @PulitzerPrize: “I learned to respect people I often disagreed with in the most profound way.”
-David Halberstam on what he learned at s…",57411021,2017-06-02 19:53:13,18,0,3401138,10
1729,870730245778702336,Epic books you should read if you like ‘American Gods’: https://t.co/7vOrnXpwfX https://t.co/VWbOGoBYlL,23818581,2017-06-02 19:54:02,44,185,3399908,7
1730,870730431880192000,Disabled audience member asks PM if he'll be left bankrupt by her care proposals... PM says she wants to consult on details with charities,22812734,2017-06-02 19:54:47,137,130,3397147,3
1732,870730513757204480,The right person for the job. https://t.co/s9afObEfOs https://t.co/EWwZ5S6ysp,17454769,2017-06-02 19:55:06,16,69,3398408,7
1734,870730670439636992,I love Piers. https://t.co/CooMUeZVkK,41634520,2017-06-02 19:55:43,1638,6570,3405209,7
1735,870730776370970624,"RT @Olivianuzzi: if the Russia scandal were a fake story created by the fake news media, why would they do this? https://t.co/zUKNNiipaZ",13524182,2017-06-02 19:56:09,5875,0,3405921,43
1736,870730778468118530,"""If you can tell us the floor why cant you tell us the cap?"" Asks an exasperated audience member. PM says consult. Responds ""why not £79k?""",22812734,2017-06-02 19:56:09,36,51,3397065,3
1737,870730860013768704,RT @dylanmatt: This Vulture review of Wonder Woman is appalling https://t.co/DstzjUmRxa,13524182,2017-06-02 19:56:29,254,0,3405901,43
1738,870730888480518145,"May unconvincing on soc care
Bloke rightly asks how can u set floor but not cap?
TMbot 'We are talking about 2 different things aren't we?'",26985345,2017-06-02 19:56:35,25,23,3395665,3
1739,870731035398590464,"PM responds that Dilnot proposed a tax ""funded out of taxation"" and she isn't. Errrm, not sure how it is a cap, if its not funded???",22812734,2017-06-02 19:57:10,30,28,3397004,3
1741,870731200134094848,"RT @Aiannucci: So far, the only person Theresa May has debated on TV is her husband.",7076492,2017-06-02 19:57:50,5971,0,3392474,3
1743,870731307579576322,"'You will know as a nurse that demands are increasing all the time..'
Having Maysplained soccare floor to Dimbleby now Maysplaining to nurse",26985345,2017-06-02 19:58:15,20,32,3395565,3
1747,870731660568010752,Difficult exchange with nurse over capped wages and real cut in those wages... PM having to defend 7 years of Government.,22812734,2017-06-02 19:59:39,128,165,3396855,3
1749,870731738003255296,"RT @mstiefvater: I just overheard a man in the elevator say to his girlfriend, ""I just love you so much, dude.""",14321959,2017-06-02 19:59:58,208,0,3391510,3
1752,870731813861416960,"Debt drives financial markets, creates profit and generates an endless cycle of production and consumption… https://t.co/1OkwKDUTdh",4970411,2017-06-02 20:00:16,26,28,3399397,7
1753,870731818013786113,A farewell to the Ringling Brothers and Barnum &amp; Bailey Circus: https://t.co/ceO4FI8JK8 https://t.co/pZeSBvwQ3C,14677919,2017-06-02 20:00:17,25,50,3399027,7
1754,870731877472186371,"Do you get the ""Sunday Scaries?"" https://t.co/l56fYUX7Ve",21982720,2017-06-02 20:00:31,13,27,3404361,7
1755,870731985102274560,"PM #Maysplaining to the nurse. 
Tells her she's getting pay rise.
And tells her she 'recognises' the work she does. #BBCQT",26985345,2017-06-02 20:00:57,21,45,3395403,3
1756,870732013933932544,"Asked to clarify the continuing public sector cap: PM: ""we have to look after public spending, but there isn't a magic money tree""",22812734,2017-06-02 20:01:04,23,31,3396770,3
1757,870732017209667584,Theresa May showing zero emotional connection with the nurses in the audience who worry about cost of living,19811190,2017-06-02 20:01:04,735,1131,3397337,3
1760,870732127746355200,[disapproving Janet Yellen.gif] https://t.co/9HK1ewxHUr,16244449,2017-06-02 20:01:31,25,189,3390472,7
1761,870732142677983232,Over seven hours on the day of Trump's decision no climate scientists or environmentalists appeared on cable news. https://t.co/dRXnIiFl5e,14834340,2017-06-02 20:01:34,239,196,3408285,6
1764,870732480327954433,"Very powerful Q from disabled woman with mental health issue on way Tory work capability assessment operates. 
#BBCQT",26985345,2017-06-02 20:02:55,91,183,3395285,3
1765,870732554877493248,Two audience members who have failed their work capability assessments confront PM over benefit cuts re mental health... one crying...,22812734,2017-06-02 20:03:13,310,298,3396641,3
1766,870732644341907457,Theresa May confronted with human face of WCA disaster - again Zero emotional connection,19811190,2017-06-02 20:03:34,363,561,3397187,3
1767,870732695772557313,President Bannon and his obsequious aide sit at 39%. How long will the Bannon WH stupidly play to just its base? https://t.co/JpEYOPGaV7,21619519,2017-06-02 20:03:46,1138,3211,3402139,7
1768,870732711798992896,"She's Maysplaining again 'you're shaking your head, I know the work capability assessment..has mental health [issues].",26985345,2017-06-02 20:03:50,72,88,3395230,3
1770,870732878040236032,"""I make no excuses for the experience you have had"" says PM in reply",22812734,2017-06-02 20:04:30,14,21,3396564,3
1771,870733005936918528,EPA head Pruitt in March: CO2 is not 'primary contributor' to climate change https://t.co/1hNX7tJGHI https://t.co/1XFcc0PkwT,8953122,2017-06-02 20:05:00,237,224,3432205,7
1773,870733285898506240,RT @blakehounshell: This has to be read to be believed https://t.co/lcP1dF2FBY,14321959,2017-06-02 20:06:07,38,0,3391141,43
1777,870733550060023813,RT @NewYorkerRadio: The comedian Jerrod Carmichael talks about reckoning with police violence and race: https://t.co/XRIHRnTXHq https://t.c…,14677919,2017-06-02 20:07:10,11,0,3398614,43
1779,870733849415823361,"@andersoncooper Anderson, @piersmorgan is right. Stand up for your friend. Good grief. I said we should accept her… https://t.co/YK24M4t5hI",41634520,2017-06-02 20:08:21,29,81,3404451,7
1780,870733854478278657,"""Those who do not read history are doomed to repeat it."" Our newest book review on a biography of Abraham Lincoln:… https://t.co/Uus4V5ijxx",15950681,2017-06-02 20:08:23,12,16,3400360,7
1781,870733861159940096,True this. Tho she did say 'I make no excuses for the experience you have had' https://t.co/yTSBSE2Pne,26985345,2017-06-02 20:08:24,14,26,3394956,7
1785,870734092559683585,If Dodd-Frank were a more toothy law Paul Ryan's pretend-concern about bailouts and Too Big To Fail would be laugha… https://t.co/nWGueCpIxW,38271276,2017-06-02 20:09:19,109,247,3407435,7
1786,870734094593925123,RT @xeni: She's still the same asshole. https://t.co/CSjx67JjRG,14321959,2017-06-02 20:09:20,125,0,3390948,43
1788,870734292112068609,"President Trump's pullout of the Paris deal brought them closer on climate, but EU and China remain divided on trad… https://t.co/zTDDvikmBB",4970411,2017-06-02 20:10:07,12,23,3398806,6
1790,870734347376234497,This is so cool https://t.co/QizoY9vEFm,18622869,2017-06-02 20:10:20,59,121,3402824,7
1791,870734622207946753,Yo Brits. May is wrong on two levels. Zero rates means capital is abundant. And the gov can n should print money n invest when wages falling,14321959,2017-06-02 20:11:26,13,13,3390821,3
1792,870734623009124352,Not a good look to be seen #Maysplaining to a voter - when you as an MP have received a bumper pay rise https://t.co/s4R42gfgkU,26985345,2017-06-02 20:11:26,187,189,3394774,7
1793,870734653040189440,Happy #NationalDonutDay! https://t.co/vyznhszwfQ,15846407,2017-06-02 20:11:33,2587,16092,3385812,7
1794,870734793016827905,Use this tool to find out how the Tory's education cuts will affect YOUR local school #bbcqt  https://t.co/hFM9sD2DoX,6705042,2017-06-02 20:12:06,109,50,3392562,7
1795,870734865716654080,"RT @BBCBreaking: German music festival Rock am Ring evacuated over possible ""terrorist threat"", organisers say https://t.co/gWSgZW6Loa",742143,2017-06-02 20:12:24,1895,0,3398006,43
1796,870734902957879296,You know this doesn't even happen in poor countries https://t.co/6Au8TsfGCR,14321959,2017-06-02 20:12:32,12,26,3390755,7
1799,870735075104747520,Woman rightly points out funding per pupil fall by 2020. May shdnt b allowed to get away w 'more funding' - funding isn't keeping up w costs,26985345,2017-06-02 20:13:14,83,66,3394666,3
1800,870735126505943040,RT @USProjectCJR: A photojournalist's deep history of how journalism is done and undone https://t.co/krhFBLnT8P https://t.co/bDiLrM5OHT,57411021,2017-06-02 20:13:26,11,0,3399925,43
1801,870735310497476609,RT @NoiseyMusic: A brief history of @marilynmanson pissing off Jesus Christ https://t.co/aLPmL0nAkx https://t.co/ApfHOphJIl,23818581,2017-06-02 20:14:10,56,0,3398700,43
1803,870735356882190336,May says she wants to modify the school funding formula. True. But also: a 7% overall cut. Local cuts here: https://t.co/hFM9sD2DoX #Bbcqt,6705042,2017-06-02 20:14:21,65,40,3392427,7
1804,870735371935633408,WATCH May: There's No Magic Money Tree https://t.co/kYvDy3xcN6 https://t.co/c413TpiUgm,465973,2017-06-02 20:14:24,25,28,3393807,7
1806,870735562155667456,Picking apart Trump's climate lies is unsurprisingly easy. Here are 9 examples. https://t.co/pwI2SxjYXh https://t.co/Q1LceusUX8,18510860,2017-06-02 20:15:10,303,336,3398948,6
1808,870735667818622977,RT @PoliticoKevin: News from me and @ec_schneider: Montana AG Tim Fox is NOT running against Jon Tester in 2018. #MTSen https://t.co/Pr5UmF…,13524182,2017-06-02 20:15:35,37,0,3404755,43
1809,870735756930809856,RT @ericgeller: This is the vice president of the United States saying he doesn't understand why people care about the health of the planet…,14321959,2017-06-02 20:15:56,6789,0,3390551,10
1810,870735850111471616,'Terror threat' halts German festival https://t.co/ff3sdf2DbF,742143,2017-06-02 20:16:18,239,128,3397772,7
1812,870735937386549248,Disapointed no mention of Magic Money Tree #bbcqt Nonetheless here is magnificent @chunkymark https://t.co/3iZ6LUJ0Ej,6705042,2017-06-02 20:16:39,12,25,3392289,7
1813,870736071625256960,"May raised her game for #BBCQT 
tonight. Started well, dipped when confronted over NHS, welfare, schools, ended well. She'll be pleased.",26985345,2017-06-02 20:17:11,28,46,3394429,3
1814,870736150885019650,Well that was quite the hazing for the PM - sure Corbyn faces the same. He starts by saying its a shame its not a debate,22812734,2017-06-02 20:17:30,26,71,3395784,3
1815,870736153678422017,"RT @thehill: Ex-CIA director: ""Americans died for NATO — Trump must show it more respect"" https://t.co/tY6s9w0OlQ https://t.co/03PXlatazA",14197312,2017-06-02 20:17:31,168,0,3389404,6
1818,870736248989724674,RT @BenHowe: Great thread. Encourage @chrislhayes (who was lamenting conservative apathy on climate change) to read it. https://t.co/ArJ9bW…,4207961,2017-06-02 20:17:53,151,0,3403660,43
1819,870736323279294466,"RT @CillizzaCNN: Sean Spicer has now stopped answering all questions

https://t.co/urnH3vsCoq https://t.co/T54nvPBPjt",14197312,2017-06-02 20:18:11,92,0,3389364,43
